timestamp,phase,condition,blockIndex,viewArc,viewArcSegment,blockInViewArc,blocksPerViewArc,conditionTotalBlocks,targetTemplateIndex,targetTemplateName,targetBallOneBased,patternIndex,patternName,trialInPattern,correctTarget,pitch,roll,isSlouching,slouchTimer,normalizedHeight,lateralScore,slouchScore,rulaScore,rulaReason
2026-05-26 13:16:06.545,WAITING_BEFORE_BASELINE,None,0,0,0,0,0,0,0,None,0,0,None,0,0,0.000,0.000,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:06.547,WAITING_BEFORE_BASELINE,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.000,0.000,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.735,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.027,0.893,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.748,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.027,0.893,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.761,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.027,0.898,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.775,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.033,0.903,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.788,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.058,0.903,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.803,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.056,0.899,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.817,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.048,0.885,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.830,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.022,0.868,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.844,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.005,0.850,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.858,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.026,0.831,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.872,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.040,0.820,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.886,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.046,0.812,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.900,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.050,0.816,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.914,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.053,0.821,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.927,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.070,0.802,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.942,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.095,0.775,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.955,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.124,0.749,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.969,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.133,0.737,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.982,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.131,0.735,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:13.997,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.133,0.741,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.011,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.115,0.732,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.025,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.108,0.732,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.038,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.113,0.729,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.052,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.123,0.725,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.067,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.142,0.724,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.080,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.168,0.708,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.094,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.170,0.666,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.108,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.156,0.649,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.122,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.147,0.636,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.136,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.142,0.639,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.150,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.131,0.659,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.163,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.135,0.667,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.177,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.142,0.670,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.191,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.161,0.666,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.205,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.184,0.676,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.219,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.225,0.697,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.233,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.259,0.707,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.247,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.285,0.694,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.261,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.305,0.697,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.275,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.314,0.684,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.288,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.302,0.670,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.303,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.309,0.673,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.316,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.305,0.684,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.330,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.299,0.695,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.344,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.306,0.699,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.357,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.311,0.706,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.371,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.313,0.697,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:16:14.386,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,-0.299,0.701,0,0.000,0.000,0,0,0,not_calibrated
