timestamp,label,info
2026-05-26 13:16:06.543,PROTOCOL_BEGIN,
2026-05-26 13:16:06.545,TASK_SEQUENCE_META,source=P1 | preset=Part1 | order=XA->XB->XC
2026-05-26 13:16:06.545,TASK_BEGIN_FRAMELOG_PAUSE,
2026-05-26 13:16:06.545,PHASE_SET,WAITING_BEFORE_BASELINE
2026-05-26 13:16:06.545,TASK_BEGIN,preset=P1 | part=Part1 | order=XA->XB->XC
2026-05-26 13:16:06.547,CONDITION_META,rawCondition=SitNF | condition=sitting none | source=P1 | preset=Part1 | slot=XA | feedbackOn=0
2026-05-26 13:16:06.547,PHASE_SET,WAITING_BEFORE_BASELINE
2026-05-26 13:16:11.621,WAITING_FOR_B_BEFORE_BASELINE,
2026-05-26 13:16:13.735,BASELINE_TRIGGER_PRESSED,cond=SitNF
2026-05-26 13:16:13.735,PHASE_SET,BASELINE_START
2026-05-26 13:16:13.735,BASELINE_START,
2026-05-26 13:16:23.858,PHASE_SET,BASELINE_END
2026-05-26 13:16:23.858,BASELINE_REFERENCE,condition=sitting none | baselinePitch=-0.720 | baselineRoll=0.531 | baselineHeight=1.447
2026-05-26 13:16:23.858,BASELINE_END,
2026-05-26 13:16:23.858,PHASE_SET,WAITING_BEFORE_TASK_START
2026-05-26 13:16:24.648,PHASE_SET,TASK_START
2026-05-26 13:16:24.648,TASK_START,
2026-05-26 13:16:24.651,VIEW_ARC_START,condition=SitNF | segment=1/3 | viewArc=90 | blockInViewArc=1/1 | totalBlock=1/3
2026-05-26 13:16:24.651,BLOCK_STRUCTURE,condition=SitNF | blocksPerViewArc=1 | totalBlocksInCondition=3 | patternsPerBlock=2 | trialsPerPattern=11 | selectionsPerBlock=22 | viewArcSegments=90->180->360 | useTargetSearchTemplates=True | targetTemplateSeed=20260525 | resetTargetTemplatesAtConditionStart=False
2026-05-26 13:16:24.652,SET_START,set=1 | block=1
2026-05-26 13:16:24.652,PHASE_SET,TASK_RUNNING
2026-05-26 13:16:24.653,TARGET_TEMPLATE_SELECTED,condition=SitNF | set=1 | block=1 | blockInViewArc=1/1 | viewArc=90 | patternIndex=0 | patternName=A | templateIndex=1 | templateName=T1_HighJump_Irregular | templateCycle=1 | templateCycleOrder=1-2-4-3-5 | targetOrderOneBased=1-9-3-11-5-10-2-8-4-7-6
2026-05-26 13:16:24.654,TRIAL_READY,set=1 | block=1 | blockInViewArc=1/1 | viewArc=90 | conditionOrderIndex=1 | targetIndex=0 | targetBallOneBased=1 | targetTemplateIndex=1 | targetTemplateName=T1_HighJump_Irregular | targetTemplateCycle=1 | targetTemplateCycleOrder=1-2-4-3-5 | targetTemplatePathOneBased=1-9-3-11-5-10-2-8-4-7-6 | baseColorIndex=0 | targetColor=white
2026-05-26 13:16:27.761,TRIAL_PROGRESS,correct=1
2026-05-26 13:16:27.761,CORRECT_HIT,set=1 | block=1 | blockInViewArc=1/1 | viewArc=90 | patternIndex=0 | trialInPattern=1 | rtSec=3.107 | correct=1 | targetIndex=0 | targetBallOneBased=1 | targetTemplateIndex=1 | targetTemplateName=T1_HighJump_Irregular | targetTemplateCycle=1
2026-05-26 13:16:27.761,TRIAL_READY,set=1 | block=1 | blockInViewArc=1/1 | viewArc=90 | conditionOrderIndex=1 | targetIndex=8 | targetBallOneBased=9 | targetTemplateIndex=1 | targetTemplateName=T1_HighJump_Irregular | targetTemplateCycle=1 | targetTemplateCycleOrder=1-2-4-3-5 | targetTemplatePathOneBased=1-9-3-11-5-10-2-8-4-7-6 | baseColorIndex=0 | targetColor=white
2026-05-26 13:16:29.579,TRIAL_PROGRESS,correct=2
2026-05-26 13:16:29.579,CORRECT_HIT,set=1 | block=1 | blockInViewArc=1/1 | viewArc=90 | patternIndex=0 | trialInPattern=2 | rtSec=1.818 | correct=2 | targetIndex=8 | targetBallOneBased=9 | targetTemplateIndex=1 | targetTemplateName=T1_HighJump_Irregular | targetTemplateCycle=1
2026-05-26 13:16:29.579,TRIAL_READY,set=1 | block=1 | blockInViewArc=1/1 | viewArc=90 | conditionOrderIndex=1 | targetIndex=2 | targetBallOneBased=3 | targetTemplateIndex=1 | targetTemplateName=T1_HighJump_Irregular | targetTemplateCycle=1 | targetTemplateCycleOrder=1-2-4-3-5 | targetTemplatePathOneBased=1-9-3-11-5-10-2-8-4-7-6 | baseColorIndex=0 | targetColor=white
2026-05-26 13:16:30.620,TRIAL_PROGRESS,correct=3
2026-05-26 13:16:30.620,CORRECT_HIT,set=1 | block=1 | blockInViewArc=1/1 | viewArc=90 | patternIndex=0 | trialInPattern=3 | rtSec=1.041 | correct=3 | targetIndex=2 | targetBallOneBased=3 | targetTemplateIndex=1 | targetTemplateName=T1_HighJump_Irregular | targetTemplateCycle=1
