timestamp,phase,condition,blockIndex,viewArc,viewArcSegment,blockInViewArc,blocksPerViewArc,conditionTotalBlocks,targetTemplateIndex,targetTemplateName,targetBallOneBased,patternIndex,patternName,trialInPattern,correctTarget,pitch,roll,isSlouching,slouchTimer,normalizedHeight,lateralScore,slouchScore,rulaScore,rulaReason
2026-05-26 13:09:31.064,WAITING_BEFORE_BASELINE,None,0,0,0,0,0,0,0,None,0,0,None,0,0,0.000,0.000,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:31.067,WAITING_BEFORE_BASELINE,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.000,0.000,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:39.937,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.466,0.731,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:39.950,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.466,0.731,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:39.964,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.446,0.735,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:39.978,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.442,0.738,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:39.992,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.440,0.739,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.007,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.439,0.738,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.020,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.453,0.726,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.034,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.463,0.714,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.048,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.468,0.710,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.062,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.468,0.706,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.076,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.461,0.715,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.090,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.454,0.721,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.104,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.432,0.716,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.117,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.421,0.715,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.131,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.389,0.711,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.145,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.398,0.722,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.159,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.389,0.713,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.172,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.383,0.704,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.187,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.404,0.709,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.200,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.396,0.711,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.215,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.383,0.701,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.229,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.362,0.689,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.243,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.350,0.679,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.257,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.360,0.671,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.269,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.374,0.666,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.284,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.393,0.659,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.297,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.421,0.643,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.312,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.458,0.633,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.326,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.479,0.642,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.340,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.523,0.646,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.353,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.533,0.625,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.367,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.518,0.624,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.382,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.516,0.605,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.395,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.521,0.594,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.410,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.534,0.588,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.423,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.558,0.583,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.438,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.574,0.606,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.451,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.551,0.607,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.464,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.519,0.623,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.478,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.442,0.599,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.492,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.438,0.583,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.506,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.440,0.573,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.520,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.471,0.571,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.534,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.479,0.605,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.548,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.465,0.614,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.562,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.450,0.615,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.577,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.445,0.632,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.589,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.450,0.641,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.604,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.451,0.664,0,0.000,0.000,0,0,0,not_calibrated
2026-05-26 13:09:40.618,BASELINE_START,sitting none,0,0,0,0,0,0,0,None,0,0,None,0,0,0.445,0.693,0,0.000,0.000,0,0,0,not_calibrated
